"id","name","logo"
602,"AaB","https://cdn5.wyscout.com/photos/team/public/283_120x120.png"
25983,"AaB U17","https://cdn5.wyscout.com/photos/team/public/g25983_120x120.png"
22933,"AaB U19","https://cdn5.wyscout.com/photos/team/public/g22933_120x120.png"
2181,"Aarau","https://cdn5.wyscout.com/photos/team/public/583_120x120.png"
612,"AB","https://cdn5.wyscout.com/photos/team/public/2470_120x120.png"
1690,"Académica","https://cdn5.wyscout.com/photos/team/public/168_120x120.png"
-8976,"Académica U23","https://cdn5.wyscout.com/photos/team/public/g-8976_120x120.png"
1737,"Academico Viseu","https://cdn5.wyscout.com/photos/team/public/g1737_120x120.png"
2348,"Adana Demirspor","https://cdn5.wyscout.com/photos/team/public/4240_120x120.png"
22745,"Adana Demirspor Res.","https://cdn5.wyscout.com/photos/team/public/g22745_120x120.png"
40189,"Adana Demirspor U19","https://cdn5.wyscout.com/photos/team/public/g40189_120x120.png"
40163,"Adana Demirspor U21","https://cdn5.wyscout.com/photos/team/public/g40163_120x120.png"
2229,"Adanaspor","https://cdn5.wyscout.com/photos/team/public/1341_120x120.png"
37122,"Adanaspor U21","https://cdn5.wyscout.com/photos/team/public/g37122_120x120.png"
10848,"Admira","https://cdn5.wyscout.com/photos/team/public/620_120x120.png"
10900,"Admira II","https://cdn5.wyscout.com/photos/team/public/g10900_120x120.png"
-9110,"Admira U19","https://cdn5.wyscout.com/photos/team/public/g-9110_120x120.png"
1514,"ADO Den Haag","https://cdn5.wyscout.com/photos/team/public/850_120x120.png"
1042,"AEK Athens","https://cdn5.wyscout.com/photos/team/public/430_120x120.png"
524,"AEK Larnaca ","https://cdn5.wyscout.com/photos/team/public/1284_120x120.png"
519,"AEL","https://cdn5.wyscout.com/photos/team/public/1285_120x120.png"
4694,"AFC","https://cdn5.wyscout.com/photos/team/public/g4694_120x120.png"
36655,"Afjet Afyonspor","https://cdn5.wyscout.com/photos/team/public/g36655_120x120.png"
605,"AGF","https://cdn5.wyscout.com/photos/team/public/292_120x120.png"
24041,"AGF Res.","https://cdn5.wyscout.com/photos/team/public/g24041_120x120.png"
25986,"AGF U17","https://cdn5.wyscout.com/photos/team/public/g25986_120x120.png"
24562,"AGF U19","https://cdn5.wyscout.com/photos/team/public/g24562_120x120.png"
39592,"Ahrobiznes Volochysk","https://cdn5.wyscout.com/photos/team/public/g39592_120x120.png"
2153,"AIK","https://cdn5.wyscout.com/photos/team/public/641_120x120.png"
10376,"Aimoré","https://cdn5.wyscout.com/photos/team/public/g10376_120x120.png"
1515,"Ajax","https://cdn5.wyscout.com/photos/team/public/139_120x120.png"
3521,"Ajax Cape Town","https://cdn5.wyscout.com/photos/team/public/2866_120x120.png"
4781,"Ajax II","https://cdn5.wyscout.com/photos/team/public/g4781_120x120.png"
20364,"Ajax U19","https://cdn5.wyscout.com/photos/team/public/3664_120x120.png"
39749,"Akademiya Futbola","https://cdn5.wyscout.com/photos/team/public/g39749_120x120.png"
30151,"Akhisar Belediye GS U19","https://cdn5.wyscout.com/photos/team/public/g30151_120x120.png"
30227,"Akhisar Belediye U21","https://cdn5.wyscout.com/photos/team/public/g30227_120x120.png"
11703,"Akhisar Belediyespor","https://cdn5.wyscout.com/photos/team/public/2906_120x120.png"
3509,"Al Ahli","https://cdn5.wyscout.com/photos/team/public/2229_120x120.png"
3846,"Al Ain","https://cdn5.wyscout.com/photos/team/public/2886_120x120.png"
3500,"Al Arabi","https://cdn5.wyscout.com/photos/team/public/1249_120x120.png"
12889,"Al Duhail","https://cdn5.wyscout.com/photos/team/public/2901_120x120.png"
3511,"Al Hilal","https://cdn5.wyscout.com/photos/team/public/1214_120x120.png"
3513,"Al Ittihad","https://cdn5.wyscout.com/photos/team/public/2893_120x120.png"
9967,"Al Khaleej","https://cdn5.wyscout.com/photos/team/public/g9967_120x120.png"
3627,"Al Kuwait","https://cdn5.wyscout.com/photos/team/public/3104_120x120.png"
5489,"Al Nasr","https://cdn5.wyscout.com/photos/team/public/2894_120x120.png"
3514,"Al Nassr","https://cdn5.wyscout.com/photos/team/public/1705_120x120.png"
12608,"Al Orubah","https://cdn5.wyscout.com/photos/team/public/4522_120x120.png"
9936,"Al Raed","https://cdn5.wyscout.com/photos/team/public/2992_120x120.png"
9937,"Al Taawon","https://cdn5.wyscout.com/photos/team/public/2798_120x120.png"
5494,"Al Wahda","https://cdn5.wyscout.com/photos/team/public/2887_120x120.png"
5039,"Alajuelense","https://cdn5.wyscout.com/photos/team/public/665_120x120.png"
7285,"Alanyaspor","https://cdn5.wyscout.com/photos/team/public/g7285_120x120.png"
37596,"Alanyaspor U19","https://cdn5.wyscout.com/photos/team/public/g37596_120x120.png"
37123,"Alanyaspor U21","https://cdn5.wyscout.com/photos/team/public/g37123_120x120.png"
21301,"Alashkert","https://cdn5.wyscout.com/photos/team/public/g21301_120x120.png"
1744,"Alcains","https://cdn5.wyscout.com/photos/team/public/g1744_120x120.png"
4529,"Almere City","https://cdn5.wyscout.com/photos/team/public/857_120x120.png"
24775,"Almere City U23","https://cdn5.wyscout.com/photos/team/public/g24775_120x120.png"
2239,"Altay","https://cdn5.wyscout.com/photos/team/public/1336_120x120.png"
11704,"Altinordu","https://cdn5.wyscout.com/photos/team/public/g11704_120x120.png"
25602,"Altinordu U19","https://cdn5.wyscout.com/photos/team/public/g25602_120x120.png"
1691,"Alverca","https://cdn5.wyscout.com/photos/team/public/g1691_120x120.png"
9161,"Amed SK","https://cdn5.wyscout.com/photos/team/public/g9161_120x120.png"
1458,"América","https://cdn5.wyscout.com/photos/team/public/462_120x120.png"
10902,"Amstetten","https://cdn5.wyscout.com/photos/team/public/g10902_120x120.png"
11702,"Anadolu Selçukspor","https://cdn5.wyscout.com/photos/team/public/3172_120x120.png"
215,"Anderlecht","https://cdn5.wyscout.com/photos/team/public/481_120x120.png"
25964,"Anderlecht Res.","https://cdn5.wyscout.com/photos/team/public/g25964_120x120.png"
21613,"Anderlecht U19","https://cdn5.wyscout.com/photos/team/public/3666_120x120.png"
7741,"Andijan","https://cdn5.wyscout.com/photos/team/public/4222_120x120.png"
3949,"Angusht","https://cdn5.wyscout.com/photos/team/public/g3949_120x120.png"
2218,"Ankaragücü","https://cdn5.wyscout.com/photos/team/public/822_120x120.png"
25615,"Ankaragücü U19","https://cdn5.wyscout.com/photos/team/public/g25615_120x120.png"
40165,"Ankaragücü U21","https://cdn5.wyscout.com/photos/team/public/g40165_120x120.png"
2236,"Antalyaspor","https://cdn5.wyscout.com/photos/team/public/1189_120x120.png"
25614,"Antalyaspor U19","https://cdn5.wyscout.com/photos/team/public/g25614_120x120.png"
34611,"Antalyaspor U21","https://cdn5.wyscout.com/photos/team/public/g34611_120x120.png"
233,"Antwerp","https://cdn5.wyscout.com/photos/team/public/1071_120x120.png"
39686,"Antwerp Res.","https://cdn5.wyscout.com/photos/team/public/g39686_120x120.png"
1868,"Anzhi","https://cdn5.wyscout.com/photos/team/public/1035_120x120.png"
29489,"Anzhi II","https://cdn5.wyscout.com/photos/team/public/g29489_120x120.png"
23186,"Anzhi U21","https://cdn5.wyscout.com/photos/team/public/g23186_120x120.png"
516,"APOEL","https://cdn5.wyscout.com/photos/team/public/1197_120x120.png"
518,"Apollon","https://cdn5.wyscout.com/photos/team/public/1286_120x120.png"
3037,"Apollon Larisas","https://cdn5.wyscout.com/photos/team/public/g3037_120x120.png"
1063,"Apollon Smirnis","https://cdn5.wyscout.com/photos/team/public/g1063_120x120.png"
25354,"Apollon Smirnis U20","https://cdn5.wyscout.com/photos/team/public/g25354_120x120.png"
39594,"Ararat-Armenia","https://cdn5.wyscout.com/photos/team/public/g39594_120x120.png"
39058,"Ararat Moskva","https://cdn5.wyscout.com/photos/team/public/g39058_120x120.png"
1051,"Aris","https://cdn5.wyscout.com/photos/team/public/432_120x120.png"
22964,"Aris U20","https://cdn5.wyscout.com/photos/team/public/g22964_120x120.png"
13207,"Armavir","https://cdn5.wyscout.com/photos/team/public/3776_120x120.png"
976,"Arminia Bielefeld","https://cdn5.wyscout.com/photos/team/public/13_120x120.png"
11611,"Arouca","https://cdn5.wyscout.com/photos/team/public/2598_120x120.png"
2259,"Arsenal Kyiv","https://cdn5.wyscout.com/photos/team/public/1043_120x120.png"
23013,"Arsenal Kyiv U19","https://cdn5.wyscout.com/photos/team/public/g23013_120x120.png"
23114,"Arsenal Kyiv U21","https://cdn5.wyscout.com/photos/team/public/g23114_120x120.png"
1863,"Arsenal Tula","https://cdn5.wyscout.com/photos/team/public/g1863_120x120.png"
29461,"Arsenal Tula II","https://cdn5.wyscout.com/photos/team/public/g29461_120x120.png"
29467,"Arsenal Tula U21","https://cdn5.wyscout.com/photos/team/public/g29467_120x120.png"
1271,"Ascoli","https://cdn5.wyscout.com/photos/team/public/191_120x120.png"
5693,"Asteras Tripolis","https://cdn5.wyscout.com/photos/team/public/433_120x120.png"
665,"Aston Villa","https://cdn5.wyscout.com/photos/team/public/32_120x120.png"
2805,"Astra","https://cdn5.wyscout.com/photos/team/public/1940_120x120.png"
2019,"Athletic Club","https://cdn5.wyscout.com/photos/team/public/60_120x120.png"
317,"Atlético Mineiro","https://cdn5.wyscout.com/photos/team/public/252_120x120.png"
1067,"Atromitos","https://cdn5.wyscout.com/photos/team/public/1549_120x120.png"
15756,"Austria Klagenfurt","https://cdn5.wyscout.com/photos/team/public/g15756_120x120.png"
168,"Austria Lustenau","https://cdn5.wyscout.com/photos/team/public/611_120x120.png"
158,"Austria Wien","https://cdn5.wyscout.com/photos/team/public/422_120x120.png"
4515,"Austria Wien II","https://cdn5.wyscout.com/photos/team/public/g4515_120x120.png"
3747,"Avangard Kursk","https://cdn5.wyscout.com/photos/team/public/2639_120x120.png"
19211,"Avanhard","https://cdn5.wyscout.com/photos/team/public/g19211_120x120.png"
1516,"AZ","https://cdn5.wyscout.com/photos/team/public/151_120x120.png"
7253,"AZ II","https://cdn5.wyscout.com/photos/team/public/g7253_120x120.png"
22986,"AZ U19","https://cdn5.wyscout.com/photos/team/public/g22986_120x120.png"
620,"B 93","https://cdn5.wyscout.com/photos/team/public/g620_120x120.png"
11985,"Balikesirspor","https://cdn5.wyscout.com/photos/team/public/g11985_120x120.png"
30153,"Balikesirspor U19","https://cdn5.wyscout.com/photos/team/public/g30153_120x120.png"
30229,"Balikesirspor U21","https://cdn5.wyscout.com/photos/team/public/g30229_120x120.png"
33979,"Balkany Zorya","https://cdn5.wyscout.com/photos/team/public/g33979_120x120.png"
1875,"Baltika","https://cdn5.wyscout.com/photos/team/public/1653_120x120.png"
11986,"Bandirmaspor","https://cdn5.wyscout.com/photos/team/public/g11986_120x120.png"
10330,"Bangu","https://cdn5.wyscout.com/photos/team/public/1734_120x120.png"
654,"Barcelona","https://cdn5.wyscout.com/photos/team/public/879_120x120.png"
4725,"Barendrecht","https://cdn5.wyscout.com/photos/team/public/g4725_120x120.png"
2174,"Basel","https://cdn5.wyscout.com/photos/team/public/475_120x120.png"
8756,"Basel II","https://cdn5.wyscout.com/photos/team/public/g8756_120x120.png"
897,"Bastia","https://cdn5.wyscout.com/photos/team/public/566_120x120.png"
22768,"Bayburt IÖI","https://cdn5.wyscout.com/photos/team/public/g22768_120x120.png"
19670,"BB Erzurumspor","https://cdn5.wyscout.com/photos/team/public/g19670_120x120.png"
37622,"BB Erzurumspor U19","https://cdn5.wyscout.com/photos/team/public/g37622_120x120.png"
40166,"BB Erzurumspor U21","https://cdn5.wyscout.com/photos/team/public/g40166_120x120.png"
11723,"Beerschot-Wilrijk","https://cdn5.wyscout.com/photos/team/public/g11723_120x120.png"
1692,"Belenenses","https://cdn5.wyscout.com/photos/team/public/163_120x120.png"
-8977,"Belenenses U23","https://cdn5.wyscout.com/photos/team/public/g-8977_120x120.png"
1679,"Benfica","https://cdn5.wyscout.com/photos/team/public/158_120x120.png"
2891,"Benfica II","https://cdn5.wyscout.com/photos/team/public/g2891_120x120.png"
22987,"Benfica U19","https://cdn5.wyscout.com/photos/team/public/3182_120x120.png"
2214,"Besiktas","https://cdn5.wyscout.com/photos/team/public/471_120x120.png"
20612,"Besiktas Res.","https://cdn5.wyscout.com/photos/team/public/g20612_120x120.png"
25604,"Besiktas U19","https://cdn5.wyscout.com/photos/team/public/g25604_120x120.png"
30231,"Besiktas U21","https://cdn5.wyscout.com/photos/team/public/g30231_120x120.png"
15173,"Biolog","https://cdn5.wyscout.com/photos/team/public/g15173_120x120.png"
2426,"Blau-Weiß Linz","https://cdn5.wyscout.com/photos/team/public/3026_120x120.png"
1685,"Boavista","https://cdn5.wyscout.com/photos/team/public/166_120x120.png"
23005,"Boavista U19","https://cdn5.wyscout.com/photos/team/public/g23005_120x120.png"
965,"Bochum","https://cdn5.wyscout.com/photos/team/public/97_120x120.png"
34119,"Bodrumspor","https://cdn5.wyscout.com/photos/team/public/g34119_120x120.png"
5526,"Bohemians Praha","https://cdn5.wyscout.com/photos/team/public/1289_120x120.png"
8604,"Boluspor","https://cdn5.wyscout.com/photos/team/public/1346_120x120.png"
40167,"Boluspor U21","https://cdn5.wyscout.com/photos/team/public/g40167_120x120.png"
891,"Bordeaux","https://cdn5.wyscout.com/photos/team/public/18_120x120.png"
2559,"Boulogne","https://cdn5.wyscout.com/photos/team/public/571_120x120.png"
-7217,"Brentford B","https://cdn5.wyscout.com/photos/team/public/g-7217_120x120.png"
601,"Brøndby","https://cdn5.wyscout.com/photos/team/public/291_120x120.png"
25987,"Brøndby U17","https://cdn5.wyscout.com/photos/team/public/g25987_120x120.png"
22937,"Brøndby U19","https://cdn5.wyscout.com/photos/team/public/g22937_120x120.png"
622,"Brønshøj","https://cdn5.wyscout.com/photos/team/public/2663_120x120.png"
9001,"Bukovyna","https://cdn5.wyscout.com/photos/team/public/4052_120x120.png"
2227,"Bursaspor","https://cdn5.wyscout.com/photos/team/public/827_120x120.png"
20625,"Bursaspor Res.","https://cdn5.wyscout.com/photos/team/public/g20625_120x120.png"
-2719,"Bursaspor U17","https://cdn5.wyscout.com/photos/team/public/g-2719_120x120.png"
25607,"Bursaspor U19","https://cdn5.wyscout.com/photos/team/public/4373_120x120.png"
30233,"Bursaspor U21","https://cdn5.wyscout.com/photos/team/public/g30233_120x120.png"
2041,"Cádiz","https://cdn5.wyscout.com/photos/team/public/1930_120x120.png"
1547,"Cambuur","https://cdn5.wyscout.com/photos/team/public/861_120x120.png"
34547,"Cambuur Res.","https://cdn5.wyscout.com/photos/team/public/g34547_120x120.png"
8144,"Cape Town","https://cdn5.wyscout.com/photos/team/public/2875_120x120.png"
4653,"Capelle","https://cdn5.wyscout.com/photos/team/public/g4653_120x120.png"
333,"Ceará","https://cdn5.wyscout.com/photos/team/public/493_120x120.png"
2033,"Celta de Vigo","https://cdn5.wyscout.com/photos/team/public/783_120x120.png"
217,"Cercle Brugge","https://cdn5.wyscout.com/photos/team/public/511_120x120.png"
25965,"Cercle Brugge Res.","https://cdn5.wyscout.com/photos/team/public/g25965_120x120.png"
1704,"Chaves","https://cdn5.wyscout.com/photos/team/public/1978_120x120.png"
-8895,"Chaves II","https://cdn5.wyscout.com/photos/team/public/g-8895_120x120.png"
29991,"Chayka","https://cdn5.wyscout.com/photos/team/public/g29991_120x120.png"
36850,"Chayka Peschanokopskoye","https://cdn5.wyscout.com/photos/team/public/g36850_120x120.png"
4015,"Chelyabinsk","https://cdn5.wyscout.com/photos/team/public/g4015_120x120.png"
19207,"Cherkashchyna-Akademiya","https://cdn5.wyscout.com/photos/team/public/g19207_120x120.png"
1871,"Chernomorets","https://cdn5.wyscout.com/photos/team/public/1655_120x120.png"
15161,"Chertanovo","https://cdn5.wyscout.com/photos/team/public/g15161_120x120.png"
-8820,"Chertanovo II","https://cdn5.wyscout.com/photos/team/public/g-8820_120x120.png"
2185,"Chiasso","https://cdn5.wyscout.com/photos/team/public/3811_120x120.png"
2273,"Chicago Fire","https://cdn5.wyscout.com/photos/team/public/687_120x120.png"
6628,"Chita","https://cdn5.wyscout.com/photos/team/public/1736_120x120.png"
2257,"Chornomorets","https://cdn5.wyscout.com/photos/team/public/1039_120x120.png"
23017,"Chornomorets U19","https://cdn5.wyscout.com/photos/team/public/g23017_120x120.png"
23111,"Chornomorets U21","https://cdn5.wyscout.com/photos/team/public/g23111_120x120.png"
35679,"Cincinnati","https://cdn5.wyscout.com/photos/team/public/g35679_120x120.png"
219,"Club Brugge","https://cdn5.wyscout.com/photos/team/public/510_120x120.png"
320,"Corinthians","https://cdn5.wyscout.com/photos/team/public/248_120x120.png"
3717,"Coruripe","https://cdn5.wyscout.com/photos/team/public/4519_120x120.png"
-8978,"Cova da Piedade U23","https://cdn5.wyscout.com/photos/team/public/g-8978_120x120.png"
10123,"Cova Piedade","https://cdn5.wyscout.com/photos/team/public/g10123_120x120.png"
1280,"Crotone","https://cdn5.wyscout.com/photos/team/public/214_120x120.png"
1461,"Cruz Azul","https://cdn5.wyscout.com/photos/team/public/590_120x120.png"
1942,"Crvena Zvezda","https://cdn5.wyscout.com/photos/team/public/483_120x120.png"
1842,"CSKA Moskva","https://cdn5.wyscout.com/photos/team/public/1015_120x120.png"
21610,"CSKA Moskva U19","https://cdn5.wyscout.com/photos/team/public/g21610_120x120.png"
23162,"CSKA Moskva U21","https://cdn5.wyscout.com/photos/team/public/g23162_120x120.png"
16321,"CSMS Iasi","https://cdn5.wyscout.com/photos/team/public/599_120x120.png"
2842,"Cukaricki","https://cdn5.wyscout.com/photos/team/public/702_120x120.png"
1995,"DAC","https://cdn5.wyscout.com/photos/team/public/1224_120x120.png"
624,"Dalum","https://cdn5.wyscout.com/photos/team/public/g624_120x120.png"
11699,"Darica Gençlerbirligi","https://cdn5.wyscout.com/photos/team/public/g11699_120x120.png"
2549,"Darmstadt 98","https://cdn5.wyscout.com/photos/team/public/3768_120x120.png"
1537,"De Graafschap","https://cdn5.wyscout.com/photos/team/public/153_120x120.png"
13981,"De Graafschap U23","https://cdn5.wyscout.com/photos/team/public/g13981_120x120.png"
4716,"De Treffers","https://cdn5.wyscout.com/photos/team/public/g4716_120x120.png"
238,"Deinze","https://cdn5.wyscout.com/photos/team/public/1081_120x120.png"
1533,"Den Bosch","https://cdn5.wyscout.com/photos/team/public/847_120x120.png"
2215,"Denizlispor","https://cdn5.wyscout.com/photos/team/public/821_120x120.png"
-8979,"Deportivo Aves U23","https://cdn5.wyscout.com/photos/team/public/g-8979_120x120.png"
6954,"Desna","https://cdn5.wyscout.com/photos/team/public/g6954_120x120.png"
1702,"Desportivo Aves","https://cdn5.wyscout.com/photos/team/public/1541_120x120.png"
3951,"Dinamo Barnaul","https://cdn5.wyscout.com/photos/team/public/g3951_120x120.png"
954,"Dinamo Batumi","https://cdn5.wyscout.com/photos/team/public/g954_120x120.png"
1866,"Dinamo Bryansk","https://cdn5.wyscout.com/photos/team/public/2637_120x120.png"
1775,"Dinamo Bucuresti","https://cdn5.wyscout.com/photos/team/public/479_120x120.png"
199,"Dinamo Minsk","https://cdn5.wyscout.com/photos/team/public/1298_120x120.png"
1845,"Dinamo Moskva","https://cdn5.wyscout.com/photos/team/public/1013_120x120.png"
18672,"Dinamo Moskva II","https://cdn5.wyscout.com/photos/team/public/g18672_120x120.png"
23159,"Dinamo Moskva U21","https://cdn5.wyscout.com/photos/team/public/g23159_120x120.png"
6632,"Dinamo Stavropol","https://cdn5.wyscout.com/photos/team/public/g6632_120x120.png"
3959,"DNEPR Smolensk","https://cdn5.wyscout.com/photos/team/public/g3959_120x120.png"
39569,"Dnipro-1","https://cdn5.wyscout.com/photos/team/public/g39569_120x120.png"
2255,"Dnipro Dnipropetrovsk","https://cdn5.wyscout.com/photos/team/public/1038_120x120.png"
15940,"Dnipro II","https://cdn5.wyscout.com/photos/team/public/g15940_120x120.png"
15127,"Dolgoprudnyi","https://cdn5.wyscout.com/photos/team/public/g15127_120x120.png"
1548,"Dordrecht","https://cdn5.wyscout.com/photos/team/public/856_120x120.png"
1079,"Doxa Dramas","https://cdn5.wyscout.com/photos/team/public/2345_120x120.png"
3954,"Druzhba","https://cdn5.wyscout.com/photos/team/public/g3954_120x120.png"
1196,"Dundalk","https://cdn5.wyscout.com/photos/team/public/2505_120x120.png"
2253,"Dynamo Kyiv","https://cdn5.wyscout.com/photos/team/public/1036_120x120.png"
23011,"Dynamo Kyiv U19","https://cdn5.wyscout.com/photos/team/public/g23011_120x120.png"
23105,"Dynamo Kyiv U21","https://cdn5.wyscout.com/photos/team/public/g23105_120x120.png"
1549,"Eindhoven","https://cdn5.wyscout.com/photos/team/public/863_120x120.png"
39808,"Eindhoven Res.","https://cdn5.wyscout.com/photos/team/public/g39808_120x120.png"
2228,"Elazigspor","https://cdn5.wyscout.com/photos/team/public/3931_120x120.png"
20642,"Elazigspor Res.","https://cdn5.wyscout.com/photos/team/public/g20642_120x120.png"
37612,"Elazigspor U19","https://cdn5.wyscout.com/photos/team/public/g37612_120x120.png"
40169,"Elazigspor U21","https://cdn5.wyscout.com/photos/team/public/g40169_120x120.png"
1539,"Emmen","https://cdn5.wyscout.com/photos/team/public/853_120x120.png"
15937,"Enerhiya Nova Kakhovka","https://cdn5.wyscout.com/photos/team/public/g15937_120x120.png"
2742,"Ermis","https://cdn5.wyscout.com/photos/team/public/2193_120x120.png"
29069,"Erzin","https://cdn5.wyscout.com/photos/team/public/g29069_120x120.png"
9160,"Erzincanspor","https://cdn5.wyscout.com/photos/team/public/g9160_120x120.png"
3486,"ES Tunis","https://cdn5.wyscout.com/photos/team/public/2031_120x120.png"
599,"Esbjerg","https://cdn5.wyscout.com/photos/team/public/290_120x120.png"
25989,"Esbjerg U17","https://cdn5.wyscout.com/photos/team/public/g25989_120x120.png"
22938,"Esbjerg U19","https://cdn5.wyscout.com/photos/team/public/g22938_120x120.png"
7901,"Eschen / Mauren","https://cdn5.wyscout.com/photos/team/public/1351_120x120.png"
2347,"Eskisehirspor","https://cdn5.wyscout.com/photos/team/public/1188_120x120.png"
20626,"Eskisehirspor Res.","https://cdn5.wyscout.com/photos/team/public/g20626_120x120.png"
25609,"Eskisehirspor U19","https://cdn5.wyscout.com/photos/team/public/g25609_120x120.png"
30237,"Eskisehirspor U21","https://cdn5.wyscout.com/photos/team/public/g30237_120x120.png"
1695,"Estoril","https://cdn5.wyscout.com/photos/team/public/1542_120x120.png"
-8980,"Estoril U23","https://cdn5.wyscout.com/photos/team/public/g-8980_120x120.png"
4698,"EVV","https://cdn5.wyscout.com/photos/team/public/g4698_120x120.png"
1532,"Excelsior","https://cdn5.wyscout.com/photos/team/public/155_120x120.png"
4654,"Excelsior Maassluis","https://cdn5.wyscout.com/photos/team/public/g4654_120x120.png"
23135,"Excelsior U19","https://cdn5.wyscout.com/photos/team/public/g23135_120x120.png"
237,"Excelsior Virton","https://cdn5.wyscout.com/photos/team/public/1072_120x120.png"
9142,"Eyüpspor","https://cdn5.wyscout.com/photos/team/public/g9142_120x120.png"
3748,"Fakel","https://cdn5.wyscout.com/photos/team/public/3584_120x120.png"
1913,"Falkirk","https://cdn5.wyscout.com/photos/team/public/303_120x120.png"
2752,"Famalicão","https://cdn5.wyscout.com/photos/team/public/4103_120x120.png"
1729,"Farense","https://cdn5.wyscout.com/photos/team/public/g1729_120x120.png"
3014,"Fatih Karagümrük","https://cdn5.wyscout.com/photos/team/public/g3014_120x120.png"
1856,"FC Akhmat","https://cdn5.wyscout.com/photos/team/public/1017_120x120.png"
23167,"FC Akhmat U21","https://cdn5.wyscout.com/photos/team/public/g23167_120x120.png"
11023,"FC Helsingør","https://cdn5.wyscout.com/photos/team/public/g11023_120x120.png"
10964,"FC Juniors OÖ","https://cdn5.wyscout.com/photos/team/public/2634_120x120.png"
-6905,"FC Lviv U19","https://cdn5.wyscout.com/photos/team/public/g-6905_120x120.png"
-8813,"FC Minai","https://cdn5.wyscout.com/photos/team/public/g-8813_120x120.png"
2184,"FC Schaffhausen","https://cdn5.wyscout.com/photos/team/public/1155_120x120.png"
-6070,"FC Volyn Lutsk U17","https://cdn5.wyscout.com/photos/team/public/g-6070_120x120.png"
1705,"Feirense","https://cdn5.wyscout.com/photos/team/public/1540_120x120.png"
-8981,"Feirense U23","https://cdn5.wyscout.com/photos/team/public/g-8981_120x120.png"
2212,"Fenerbahçe","https://cdn5.wyscout.com/photos/team/public/470_120x120.png"
-2733,"Fenerbahçe SK U17","https://cdn5.wyscout.com/photos/team/public/g-2733_120x120.png"
20369,"Fenerbahçe U19","https://cdn5.wyscout.com/photos/team/public/3950_120x120.png"
30239,"Fenerbahçe U21","https://cdn5.wyscout.com/photos/team/public/g30239_120x120.png"
1101,"Ferencváros","https://cdn5.wyscout.com/photos/team/public/1108_120x120.png"
24620,"Feronikeli","https://cdn5.wyscout.com/photos/team/public/g24620_120x120.png"
1518,"Feyenoord","https://cdn5.wyscout.com/photos/team/public/141_120x120.png"
22983,"Feyenoord U19","https://cdn5.wyscout.com/photos/team/public/g22983_120x120.png"
